STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
UTTAR PRADESH,2009,THEFTS,0,0,0,224,1,225,276,2,278,94,1,95,594,4,598
UTTAR PRADESH,2009,EXTORTION,0,0,0,17,0,17,29,0,29,16,0,16,62,0,62
UTTAR PRADESH,2009,RIOTS,0,0,0,4,0,4,8,0,8,5,1,6,17,1,18
UTTAR PRADESH,2009,ARSON,0,0,0,11,0,11,9,0,9,5,0,5,25,0,25
UTTAR PRADESH,2009,CRIMINAL BREACH OF TRUST,0,0,0,11,0,11,16,0,16,17,0,17,44,0,44
UTTAR PRADESH,2009,CHEATING,0,0,0,8,0,8,21,1,22,9,0,9,38,1,39
UTTAR PRADESH,2009,COUNTER FEITING,0,0,0,19,0,19,56,0,56,26,2,28,101,2,103
UTTAR PRADESH,2009,DOWRY DEATHS,0,0,0,465,35,500,867,147,1014,624,105,729,1956,287,2243
UTTAR PRADESH,2009,MOLESTATION,0,0,0,6,0,6,4,0,4,7,0,7,17,0,17
UTTAR PRADESH,2009,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,78,1,79,201,11,212,205,6,211,484,18,502
UTTAR PRADESH,2009,OTHER IPC CRIMES,0,0,0,51,0,51,84,2,86,43,1,44,178,3,181
UTTAR PRADESH,2009,TOTAL IPC,0,0,0,5304,98,5402,10400,337,10737,5516,217,5733,21220,652,21872
UTTAR PRADESH,2010,MURDER,0,0,0,2176,51,2227,5971,132,6103,3270,91,3361,11417,274,11691
UTTAR PRADESH,2010,ATTEMPT TO COMMIT MURDER,0,0,0,721,4,725,857,11,868,302,2,304,1880,17,1897
UTTAR PRADESH,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,229,7,236,412,25,437,287,7,294,928,39,967
UTTAR PRADESH,2010,RAPE,0,0,0,644,0,644,810,5,815,287,0,287,1741,5,1746
UTTAR PRADESH,2010,KIDNAPPING AND ABDUCTION,0,0,0,212,10,222,421,18,439,215,6,221,848,34,882
UTTAR PRADESH,2010,DACOITY,0,0,0,83,0,83,307,0,307,81,0,81,471,0,471
UTTAR PRADESH,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,25,0,25,52,0,52,62,0,62,139,0,139
UTTAR PRADESH,2010,ROBBERY,0,0,0,116,0,116,193,0,193,72,0,72,381,0,381
UTTAR PRADESH,2010,BURGLARY,0,0,0,43,0,43,76,2,78,56,0,56,175,2,177
UTTAR PRADESH,2010,THEFTS,0,0,0,214,2,216,302,3,305,125,2,127,641,7,648
UTTAR PRADESH,2010,EXTORTION,0,0,0,16,0,16,35,0,35,22,0,22,73,0,73
UTTAR PRADESH,2010,RIOTS,0,0,0,5,0,5,10,0,10,7,2,9,22,2,24
UTTAR PRADESH,2010,ARSON,0,0,0,13,0,13,11,0,11,6,0,6,30,0,30
UTTAR PRADESH,2010,CRIMINAL BREACH OF TRUST,0,0,0,13,0,13,18,0,18,17,0,17,48,0,48
UTTAR PRADESH,2010,CHEATING,0,0,0,10,0,10,23,2,25,11,0,11,44,2,46
UTTAR PRADESH,2010,COUNTER FEITING,0,0,0,19,0,19,58,0,58,32,3,35,109,3,112
UTTAR PRADESH,2010,DOWRY DEATHS,0,0,0,435,36,471,930,149,1079,734,108,842,2099,293,2392
UTTAR PRADESH,2010,MOLESTATION,0,0,0,6,0,6,6,0,6,9,0,9,21,0,21
UTTAR PRADESH,2010,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,95,1,96,212,15,227,236,10,246,543,26,569
UTTAR PRADESH,2010,OTHER IPC CRIMES,0,0,0,274,0,274,294,4,298,59,3,62,627,7,634
UTTAR PRADESH,2010,TOTAL IPC,0,0,0,5349,111,5460,10998,366,11364,5890,234,6124,22237,711,22948
UTTAR PRADESH,2011,MURDER,0,0,0,2188,53,2241,6102,137,6239,3291,96,3387,11581,286,11867
UTTAR PRADESH,2011,ATTEMPT TO COMMIT MURDER,0,0,0,743,5,748,903,17,920,312,3,315,1958,25,1983
UTTAR PRADESH,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,233,7,240,433,29,462,296,8,304,962,44,1006
UTTAR PRADESH,2011,RAPE,0,0,0,654,0,654,822,9,831,292,0,292,1768,9,1777
UTTAR PRADESH,2011,KIDNAPPING AND ABDUCTION,0,0,0,217,11,228,437,22,459,219,6,225,873,39,912
UTTAR PRADESH,2011,DACOITY,0,0,0,89,0,89,313,0,313,87,0,87,489,0,489
UTTAR PRADESH,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,27,0,27,57,0,57,67,0,67,151,0,151
UTTAR PRADESH,2011,ROBBERY,0,0,0,123,0,123,203,0,203,76,0,76,402,0,402
UTTAR PRADESH,2011,BURGLARY,0,0,0,47,0,47,91,4,95,57,0,57,195,4,199
UTTAR PRADESH,2011,THEFTS,0,0,0,225,3,228,362,5,367,131,2,133,718,10,728
UTTAR PRADESH,2011,EXTORTION,0,0,0,17,0,17,36,0,36,24,0,24,77,0,77
UTTAR PRADESH,2011,RIOTS,0,0,0,6,0,6,21,0,21,9,2,11,36,2,38
UTTAR PRADESH,2011,ARSON,0,0,0,15,0,15,13,0,13,8,0,8,36,0,36
UTTAR PRADESH,2011,CRIMINAL BREACH OF TRUST,0,0,0,16,0,16,21,0,21,22,0,22,59,0,59
UTTAR PRADESH,2011,CHEATING,0,0,0,11,0,11,37,3,40,13,0,13,61,3,64
UTTAR PRADESH,2011,COUNTER FEITING,0,0,0,21,0,21,62,0,62,33,3,36,116,3,119
UTTAR PRADESH,2011,DOWRY DEATHS,0,0,0,439,47,486,952,178,1130,797,118,915,2188,343,2531
UTTAR PRADESH,2011,MOLESTATION,0,0,0,7,0,7,9,0,9,12,0,12,28,0,28
UTTAR PRADESH,2011,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,99,2,101,231,15,246,274,13,287,604,30,634
UTTAR PRADESH,2011,OTHER IPC CRIMES,0,0,0,361,0,361,312,4,316,130,3,133,803,7,810
UTTAR PRADESH,2011,TOTAL IPC,0,0,0,5538,128,5666,11417,423,11840,6150,254,6404,23105,805,23910
UTTAR PRADESH,2012,MURDER,0,0,0,2090,46,2136,6006,135,6141,3047,93,3140,11143,274,11417
UTTAR PRADESH,2012,ATTEMPT TO COMMIT MURDER,0,0,0,705,4,709,800,15,815,300,2,302,1805,21,1826
UTTAR PRADESH,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,225,5,230,323,27,350,285,7,292,833,39,872
UTTAR PRADESH,2012,RAPE,0,0,0,590,0,590,750,8,758,276,0,276,1616,8,1624
UTTAR PRADESH,2012,KIDNAPPING AND ABDUCTION,0,0,0,210,9,219,400,20,420,202,6,208,812,35,847
UTTAR PRADESH,2012,DACOITY,0,0,0,85,0,85,285,0,285,85,0,85,455,0,455
UTTAR PRADESH,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,26,0,26,58,0,58,66,0,66,150,0,150
UTTAR PRADESH,2012,ROBBERY,0,0,0,122,0,122,200,0,200,74,0,74,396,0,396
UTTAR PRADESH,2012,BURGLARY,0,0,0,45,0,45,85,3,88,53,0,53,183,3,186
UTTAR PRADESH,2012,THEFTS,0,0,0,225,2,227,355,4,359,130,2,132,710,8,718
UTTAR PRADESH,2012,EXTORTION,0,0,0,17,0,17,36,0,36,23,0,23,76,0,76
UTTAR PRADESH,2012,RIOTS,0,0,0,5,0,5,20,0,20,8,2,10,33,2,35
UTTAR PRADESH,2012,ARSON,0,0,0,4,0,4,12,0,12,7,0,7,23,0,23
UTTAR PRADESH,2012,CRIMINAL BREACH OF TRUST,0,0,0,12,0,12,20,0,20,20,0,20,52,0,52
UTTAR PRADESH,2012,CHEATING,0,0,0,9,0,9,36,2,38,12,0,12,57,2,59
UTTAR PRADESH,2012,COUNTER FEITING,0,0,0,15,0,15,60,0,60,32,2,34,107,2,109
UTTAR PRADESH,2012,DOWRY DEATHS,0,0,0,358,43,401,952,173,1125,751,118,869,2061,334,2395
UTTAR PRADESH,2012,MOLESTATION,0,0,0,6,0,6,10,0,10,11,0,11,27,0,27
UTTAR PRADESH,2012,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,82,1,83,231,13,244,225,13,238,538,27,565
UTTAR PRADESH,2012,OTHER IPC CRIMES,0,0,0,325,0,325,312,3,315,125,2,127,762,5,767
UTTAR PRADESH,2012,TOTAL IPC,0,0,0,5156,110,5266,10951,403,11354,5732,247,5979,21839,760,22599
UTTARANCHAL,2001,MURDER,0,0,0,42,0,42,232,0,232,38,0,38,312,0,312
UTTARANCHAL,2001,ATTEMPT TO COMMIT MURDER,0,0,0,8,1,9,9,0,9,1,0,1,18,1,19
UTTARANCHAL,2001,C.H. NOT AMOUNTING TO MURDER,0,0,0,2,0,2,2,0,2,1,0,1,5,0,5
UTTARANCHAL,2001,RAPE,0,0,0,4,0,4,3,0,3,1,0,1,8,0,8
UTTARANCHAL,2001,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
UTTARANCHAL,2001,DACOITY,0,0,0,2,0,2,5,0,5,0,0,0,7,0,7
UTTARANCHAL,2001,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,ROBBERY,5,0,5,0,0,0,1,0,1,0,0,0,6,0,6
UTTARANCHAL,2001,BURGLARY,1,0,1,0,0,0,2,0,2,4,0,4,7,0,7
UTTARANCHAL,2001,THEFTS,7,0,7,6,0,6,8,0,8,1,0,1,22,0,22
UTTARANCHAL,2001,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
UTTARANCHAL,2001,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,COUNTER FEITING,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
UTTARANCHAL,2001,DOWRY DEATHS,2,0,2,9,1,10,11,0,11,3,0,3,25,1,26
UTTARANCHAL,2001,MOLESTATION,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
UTTARANCHAL,2001,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6
UTTARANCHAL,2001,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2001,TOTAL IPC,16,0,16,79,2,81,276,0,276,55,0,55,426,2,428
UTTARANCHAL,2002,MURDER,0,0,0,65,0,65,242,6,248,54,0,54,361,6,367
UTTARANCHAL,2002,ATTEMPT TO COMMIT MURDER,0,0,0,9,0,9,20,0,20,3,0,3,32,0,32
UTTARANCHAL,2002,C.H. NOT AMOUNTING TO MURDER,0,0,0,2,0,2,6,0,6,4,0,4,12,0,12
UTTARANCHAL,2002,RAPE,1,0,1,13,0,13,3,2,5,0,0,0,17,2,19
UTTARANCHAL,2002,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,2,0,2,1,0,1,5,0,5
UTTARANCHAL,2002,DACOITY,0,0,0,3,0,3,6,0,6,1,0,1,10,0,10
UTTARANCHAL,2002,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,1,0,1,4,0,4,5,0,5
UTTARANCHAL,2002,ROBBERY,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
UTTARANCHAL,2002,BURGLARY,0,0,0,4,0,4,4,0,4,0,0,0,8,0,8
UTTARANCHAL,2002,THEFTS,2,0,2,13,0,13,23,0,23,12,0,12,50,0,50
UTTARANCHAL,2002,EXTORTION,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
UTTARANCHAL,2002,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2002,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2002,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2002,CHEATING,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
UTTARANCHAL,2002,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2002,DOWRY DEATHS,0,0,0,8,0,8,3,2,5,3,0,3,14,2,16
UTTARANCHAL,2002,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2002,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2002,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
UTTARANCHAL,2002,OTHER IPC CRIMES,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
UTTARANCHAL,2002,TOTAL IPC,3,0,3,127,2,129,312,10,322,82,0,82,524,12,536
UTTARANCHAL,2003,MURDER,0,0,0,51,0,51,234,2,236,102,3,105,387,5,392
UTTARANCHAL,2003,ATTEMPT TO COMMIT MURDER,0,0,0,12,0,12,21,0,21,9,0,9,42,0,42
UTTARANCHAL,2003,C.H. NOT AMOUNTING TO MURDER,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
UTTARANCHAL,2003,RAPE,1,0,1,21,0,21,20,0,20,0,0,0,42,0,42
UTTARANCHAL,2003,KIDNAPPING AND ABDUCTION,0,0,0,5,0,5,1,0,1,0,0,0,6,0,6
UTTARANCHAL,2003,DACOITY,0,0,0,7,0,7,5,0,5,2,0,2,14,0,14
UTTARANCHAL,2003,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,2,0,2,0,0,0,6,0,6,8,0,8
UTTARANCHAL,2003,ROBBERY,0,0,0,7,0,7,1,0,1,0,0,0,8,0,8
UTTARANCHAL,2003,BURGLARY,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4
UTTARANCHAL,2003,THEFTS,2,0,2,8,0,8,14,0,14,5,0,5,29,0,29
UTTARANCHAL,2003,EXTORTION,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
UTTARANCHAL,2003,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2003,ARSON,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
UTTARANCHAL,2003,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2003,CHEATING,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
UTTARANCHAL,2003,COUNTER FEITING,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
UTTARANCHAL,2003,DOWRY DEATHS,0,0,0,14,2,16,7,1,8,2,1,3,23,4,27
UTTARANCHAL,2003,MOLESTATION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
UTTARANCHAL,2003,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2003,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,2,2,0,1,1,0,3,3
UTTARANCHAL,2003,OTHER IPC CRIMES,0,0,0,1,0,1,1,0,1,1,0,1,3,0,3
UTTARANCHAL,2003,TOTAL IPC,3,0,3,134,2,136,311,5,316,127,5,132,575,12,587
UTTARANCHAL,2004,MURDER,0,0,0,22,1,23,175,1,176,71,0,71,268,2,270
UTTARANCHAL,2004,ATTEMPT TO COMMIT MURDER,0,0,0,15,0,15,27,0,27,10,0,10,52,0,52
UTTARANCHAL,2004,C.H. NOT AMOUNTING TO MURDER,0,0,0,1,0,1,3,0,3,2,0,2,6,0,6
UTTARANCHAL,2004,RAPE,0,0,0,2,0,2,2,3,5,0,0,0,4,3,7
UTTARANCHAL,2004,KIDNAPPING AND ABDUCTION,0,0,0,3,0,3,13,0,13,0,0,0,16,0,16
UTTARANCHAL,2004,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2004,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,4,0,4,12,0,12,5,0,5,21,0,21
UTTARANCHAL,2004,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2004,BURGLARY,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
UTTARANCHAL,2004,THEFTS,0,0,0,3,0,3,5,0,5,4,0,4,12,0,12
UTTARANCHAL,2004,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2004,RIOTS,0,0,0,2,0,2,3,0,3,2,2,4,7,2,9
UTTARANCHAL,2004,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2004,CRIMINAL BREACH OF TRUST,0,0,0,3,0,3,4,0,4,5,0,5,12,0,12
UTTARANCHAL,2004,CHEATING,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
UTTARANCHAL,2004,COUNTER FEITING,0,0,0,9,3,12,5,0,5,16,0,16,30,3,33
UTTARANCHAL,2004,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2004,MOLESTATION,0,0,0,3,0,3,5,0,5,0,0,0,8,0,8
UTTARANCHAL,2004,EVE-TEASING,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2
UTTARANCHAL,2004,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,7,0,7,8,3,11,7,0,7,22,3,25
UTTARANCHAL,2004,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2004,TOTAL IPC,0,0,0,78,4,82,266,7,273,123,2,125,467,13,480
UTTARANCHAL,2005,MURDER,0,0,0,86,1,87,256,4,260,138,1,139,480,6,486
UTTARANCHAL,2005,ATTEMPT TO COMMIT MURDER,0,0,0,14,0,14,4,0,4,1,0,1,19,0,19
UTTARANCHAL,2005,C.H. NOT AMOUNTING TO MURDER,0,0,0,12,0,12,9,1,10,3,1,4,24,2,26
UTTARANCHAL,2005,RAPE,0,0,0,27,0,27,9,0,9,2,0,2,38,0,38
UTTARANCHAL,2005,KIDNAPPING AND ABDUCTION,0,0,0,3,1,4,3,0,3,1,1,2,7,2,9
UTTARANCHAL,2005,DACOITY,0,0,0,3,0,3,6,0,6,1,0,1,10,0,10
UTTARANCHAL,2005,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,ROBBERY,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
UTTARANCHAL,2005,BURGLARY,0,0,0,10,0,10,1,0,1,0,0,0,11,0,11
UTTARANCHAL,2005,THEFTS,0,0,0,11,0,11,7,0,7,0,0,0,18,0,18
UTTARANCHAL,2005,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
UTTARANCHAL,2005,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,DOWRY DEATHS,0,0,0,3,0,3,4,0,4,1,0,1,8,0,8
UTTARANCHAL,2005,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
UTTARANCHAL,2005,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2005,TOTAL IPC,0,0,0,172,2,174,303,6,309,147,3,150,622,11,633
UTTARANCHAL,2006,MURDER,1,0,1,131,0,131,240,7,247,151,3,154,523,10,533
UTTARANCHAL,2006,ATTEMPT TO COMMIT MURDER,0,0,0,17,0,17,13,1,14,7,0,7,37,1,38
UTTARANCHAL,2006,C.H. NOT AMOUNTING TO MURDER,0,0,0,16,0,16,10,0,10,8,2,10,34,2,36
UTTARANCHAL,2006,RAPE,0,0,0,35,0,35,18,0,18,9,0,9,62,0,62
UTTARANCHAL,2006,KIDNAPPING AND ABDUCTION,0,0,0,2,1,3,2,0,2,1,0,1,5,1,6
UTTARANCHAL,2006,DACOITY,0,0,0,4,0,4,4,0,4,2,0,2,10,0,10
UTTARANCHAL,2006,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
UTTARANCHAL,2006,ROBBERY,0,0,0,3,0,3,1,0,1,1,0,1,5,0,5
UTTARANCHAL,2006,BURGLARY,0,0,0,4,0,4,7,0,7,3,0,3,14,0,14
UTTARANCHAL,2006,THEFTS,4,0,4,21,0,21,10,0,10,1,0,1,36,0,36
UTTARANCHAL,2006,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2006,RIOTS,0,0,0,3,0,3,2,0,2,3,0,3,8,0,8
UTTARANCHAL,2006,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2006,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
UTTARANCHAL,2006,CHEATING,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
UTTARANCHAL,2006,COUNTER FEITING,0,0,0,2,0,2,3,1,4,0,0,0,5,1,6
UTTARANCHAL,2006,DOWRY DEATHS,0,0,0,11,0,11,6,0,6,6,1,7,23,1,24
UTTARANCHAL,2006,MOLESTATION,0,0,0,1,0,1,3,0,3,1,0,1,5,0,5
UTTARANCHAL,2006,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2006,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2006,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
UTTARANCHAL,2006,TOTAL IPC,5,0,5,254,1,255,320,9,329,195,6,201,774,16,790
UTTARANCHAL,2007,MURDER,0,0,0,157,0,157,128,12,140,244,3,247,529,15,544
UTTARANCHAL,2007,ATTEMPT TO COMMIT MURDER,0,0,0,21,0,21,12,1,13,10,0,10,43,1,44
UTTARANCHAL,2007,C.H. NOT AMOUNTING TO MURDER,0,0,0,16,0,16,13,2,15,9,1,10,38,3,41
UTTARANCHAL,2007,RAPE,0,0,0,42,0,42,19,0,19,13,1,14,74,1,75
UTTARANCHAL,2007,KIDNAPPING AND ABDUCTION,0,0,0,17,1,18,11,0,11,2,0,2,30,1,31
UTTARANCHAL,2007,DACOITY,0,0,0,8,0,8,6,0,6,6,0,6,20,0,20
UTTARANCHAL,2007,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2007,ROBBERY,0,0,0,5,0,5,3,0,3,0,0,0,8,0,8
UTTARANCHAL,2007,BURGLARY,0,0,0,3,0,3,4,0,4,4,0,4,11,0,11
UTTARANCHAL,2007,THEFTS,0,0,0,10,0,10,4,0,4,0,0,0,14,0,14
UTTARANCHAL,2007,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2007,RIOTS,0,0,0,5,0,5,2,0,2,1,0,1,8,0,8
UTTARANCHAL,2007,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2007,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2007,CHEATING,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
UTTARANCHAL,2007,COUNTER FEITING,0,0,0,7,0,7,2,1,3,1,1,2,10,2,12
UTTARANCHAL,2007,DOWRY DEATHS,0,0,0,15,0,15,9,0,9,2,0,2,26,0,26
UTTARANCHAL,2007,MOLESTATION,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
UTTARANCHAL,2007,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2007,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
UTTARANCHAL,2007,OTHER IPC CRIMES,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
UTTARANCHAL,2007,TOTAL IPC,0,0,0,310,4,314,216,16,232,292,6,298,818,26,844
UTTARANCHAL,2008,MURDER,0,0,0,181,1,182,276,11,287,239,1,240,696,13,709
UTTARANCHAL,2008,ATTEMPT TO COMMIT MURDER,0,0,0,27,1,28,56,0,56,14,0,14,97,1,98
UTTARANCHAL,2008,C.H. NOT AMOUNTING TO MURDER,0,0,0,14,0,14,20,4,24,4,0,4,38,4,42
UTTARANCHAL,2008,RAPE,0,0,0,29,0,29,17,0,17,1,0,1,47,0,47
UTTARANCHAL,2008,KIDNAPPING AND ABDUCTION,0,0,0,13,0,13,18,0,18,1,0,1,32,0,32
UTTARANCHAL,2008,DACOITY,0,0,0,4,0,4,5,0,5,3,0,3,12,0,12
UTTARANCHAL,2008,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,ROBBERY,0,0,0,5,0,5,1,0,1,0,0,0,6,0,6
UTTARANCHAL,2008,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,THEFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,COUNTER FEITING,0,0,0,2,0,2,1,2,3,0,0,0,3,2,5
UTTARANCHAL,2008,DOWRY DEATHS,0,0,0,25,5,30,18,4,22,4,1,5,47,10,57
UTTARANCHAL,2008,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
